SEND_ID,NOTES
0199cf72-ba61-4af3-f000-0000027cb5a1,"Repetition & Empathy: The previous agent already sent part of the 'How will I receive my refund for my return/exchange?' template and we repeated sending that part word for word. Our response also lacked empathy, especially since the customer expressed that they're disappointed. "
018f5529-23e3-40ae-f000-00005a35e8db,
01905627-132e-4e0e-f000-0000062d8228,
01920374-b259-40fe-f000-000099db8301,
01908993-e4f6-4595-f000-00008814b303,"*Notes -  Use ""we"" instead of ""I""

*Tone - ""I'm sorry to hear that the Pikolino sandals"" - This sounded like Pikolino is a name of a sandal when it's the brand's name. It's also Pikolinos and not Pikolino. We can say: ""We're sorry to hear that our sandals...""

We can also add something like: Our team works on providing options for our customers so we'll definitely pass this along to the team to consider narrow sizes in the future."
018ebf2a-276a-45aa-f000-00007dc994c2,
01903278-04c9-4457-f000-00008d4da994,
0199250d-ac0e-4f14-f000-0000d608dbba,"No repetition: The messages are a day apart. We could have reiterated the information we shared instead. 
Customer Profile: There is a new update on the tracking info which we also could have shared - https://prnt.sc/X_EIIkgFSVAh "
0190d827-1bc3-4ca2-f000-000090c8b952,
018ec473-f89b-407f-f000-0000326be19a,missing a punctuation mark
01901780-3102-4288-f000-00002cc8dc61,"*Tone - ""I'll be in touch."" sounds casual. To make it a bit more formal, we could go with ""I will keep you informed."""
0193b630-5bb7-411c-f000-00007cfd371a,Empathy - We could've started our message with an empathy statement because the customer is already very frustrated.
018f9725-00df-433a-f000-000089f091e2,
01918f1e-5ed0-42e1-f000-000029b9cc1d,"""ET - We don't need a screenshot - The discounts are auto applied. 
Side note: Whenever asking for a screenshot, specify what you need a screenshot of. 

Partial Reply - We just need to inform them that need to add the item to their cart and the discount will autop apply - Since the promo is for Up to 50% off not all items will have the highest percent of savings. 

Website - Always check on your own end to see how the code or discount will come up in the cart before involving the customer in any troubleshooting. 

Understandable Message - Please avoid using internal jargon in messages sent to customers. Instead of saying """"so I can assist you better in troubleshooting?"""" we simply say """"so I can assist you better"""""""
0191e98a-5567-4f95-f000-00009923b8f2,
018efc5b-7bb1-4dd9-f000-00006c6443de,
018f7c53-9247-4926-f000-00000ffaa400,
019120f1-a417-496c-f000-00009337b186,
0191765a-fe1a-4886-f000-000091f9e186,
0191d754-ff9e-473d-f000-000096a41ee7,"""Grammar
Comma: The phrase """"Thank you for your purchase and I'm sorry for the delay"""" connects two independent clauses without proper punctuation. A comma after """"purchase"""" is needed to separate the two clauses.
Corrected: """"Thank you for your purchase, and I'm sorry for the delay.""""

Incorrect use of preposition:""""waiting for my team on the update"""" The preposition """"on"""" is incorrectly used. It should be """"waiting for an update from my team.""""
Corrected: """"I'm still waiting for an update from my team.""""

Missing conjunction: """"rest assured when I hear from them"""" is missing a conjunction to link it with the previous clause. Adding """"but"""" before """"rest assured"""" smooths the transition.
Corrected: """"but rest assured that when I hear from them...""""

Run-on sentence: The sentence """"rest assured when I hear from them I'll get back to you as soon as possible"""" is a run-on sentence due to a lack of proper punctuation or conjunction between clauses. A comma is needed after """"them.""""
Corrected: """"...when I hear from them, I'll get back to you...""""

Missing """"that"""" after """"rest assured"""": To be grammatically correct, """"that"""" should follow """"rest assured"""" to complete the idea.

Corrected: """"...rest assured that when I hear from them...""""

Empathy - Our response was not delayed + we had just escalated the conversation. No need to apologise for a delay here. The customer was just summarising what needed to be done."""
018f879b-dc08-4c5b-f000-0000618a5d31,
01978a78-e32f-4baf-f000-0000a36ac0cf,"""Grammar - There are multiple grammar issues here:

- “opt for one-time purchase” → missing article, should be a one-time purchase
- Unnecessary commas before before adding it to your cart and in order to avoid recurring shipment
- “avoid recurring shipment” → missing a
- Slightly awkward: “call this number 888…” → better phrased as call us at
- Comma splice in the last sentence: “Please let me know if you have any questions about our products, I’m more than happy to help…” → needs to be split into two sentences or use a semicolon

Please review responses for comma usage and missing articles, thank you!"""
01900358-2db3-4dff-f000-00007df391bc,This info was already provided if we backread. 
01936655-7e11-4f66-f000-000053f9cb15,"Grammar - The sentence “May I know how can I help you with that?” is incorrect because it uses the wrong word order for an indirect question. In indirect questions (those introduced by phrases like “May I know”), the subject (“I”) should come before the auxiliary verb (“can”), not the other way around. The correct structure is “May I know how I can help you with that?” Direct questions like “How can I help you with that?” follow a different word order, where the auxiliary verb precedes the subject. This distinction ensures grammatical accuracy and clarity."
0193a7fe-e6cf-4b12-f000-0000959e817e,No Repetition and PR - we sent the same exact text we sent initially. We should've rephrased and added that we don't have a coe at the moment
018fe9dd-14c7-47bb-f000-00008b7d8626,We could either thank them for their purchase or apologize because the code did not work on their first order. There is also nothing on the notes that say we should refer to CS for retroactive discounts.
01959f3c-9050-4c07-f000-0000b670b824,No Typo - This is very confusing to the customer. Always double check your draft before sending your message.
0190d684-fdf8-4ffe-f000-000051072e59,
0191ebba-025e-4cd8-f000-0000994c182d,
01938a5f-4da1-4ff5-f000-0000a2d6a770,"Correct Grammar - Instead of saying ""your purchases are for pre-order, with an expected ship-out date of the 5th of February."", we can say or phrase our sentence like this ""I can see that your purchase have pre-order items with an expected ship out date on the 5th of February"". "
01906117-b627-4d3c-f000-00008426594f,"Sending the right link would have avoided all this. There was so much back and forth, and repeated the same thing over and over again about searching for the products on the website."
01949681-d5fd-45dd-f000-0000a2e8158c,"""Grammar - The grammar error in the sentence relates to word order in indirect questions and follows the rule of subject-verb inversion in interrogative sentences.

In direct questions, the verb typically comes before the subject (inversion), such as:
	•	“How many pieces per pack would you like to purchase?”

However, in indirect questions (questions embedded within a larger sentence), the subject precedes the verb, following standard declarative sentence structure:
	•	Rule: In indirect questions, the word order should be subject + verb, not verb + subject.
	•	Correct: “May I know how many pieces per pack you would like to purchase?”
	•	Incorrect: “May I know how many pieces per pack would you like to purchase?”

This error happens because the phrase “would you like to purchase” retains the word order of a direct question instead of following the structure for an indirect question. Correcting the word order aligns with standard grammar for embedding questions within sentences."""
018fc704-9de6-49ff-f000-000085046725,"The customer's inquiry wasn't about whether you would hear back from them, but rather whether you would hear back from the team during after-business hours. Our response here was confusing and altered the meaning, especially when we stated, ""it's unlikely that I will hear back from 'you' today."""
0191fb20-5066-48bf-f000-00008c178f56,"Grammar - The message is friendly and positive; however, the phrase ‘Did you come right with your purchase?’ is awkward and not commonly used in US conversations. This could confuse the customer. A more natural phrasing, such as ‘Were you able to complete your purchase?’ would improve clarity and better align with US conversational norms."
018f598e-222e-4778-f000-00002806ef2c,
0191763b-a55b-40af-f000-0000926d7020,"We made two mistakes here - (1) We're missing a period at the end of our last sentence and (2) respectfuly should be spelled with double l's. 

Additional note: While there isn't anything wrong with the details we shared with the customer, we should be mindful of our tone. The lack of empathy or acknowledgement sentence here made our response sound dismissive."
01975f6e-8ff3-489c-f000-0000c7b0901c,Empathy - We could have added an apology or acknowledged the time that the customer spent (or still spending) waiting for the team's response here. 
018f8c8f-fc37-4c29-f000-000089bc89d0,
0191f290-e2f2-4001-f000-00002d1c4f33,
019194af-98d3-48a8-f000-00008d27fa16,
01901cc2-8fb4-4985-f000-00004771738a,"Upsell: Could've told the cx that it's worth the wait.

Typos: ""I don't think do"" and used "";"" instead of just ending the sentence with a period."
018fee90-9cf5-4a65-f000-00008af60ae1,We just acknowledged the customers issue but did not ask for more information or offered a solution. This came off as dismissive.  
0191295a-0741-4413-f000-0000936be66c,
0199b058-fe4d-4a87-f000-0000d2e43466,"Understandable: 
1. “Thank you so much for reaching in!” the standard english/US expression is “reaching out.”
2. “in sizes 7 and more” is unnatural in US language, it should be “sizes 7 and up” or “size 7 and above.”
3. 1 Spelling error - “availble” should be “available.”"
0197fa7a-95c5-4a1c-f000-0000cd90ecfb,"No Typos: ""Tea"" is a completely different word from ""team"" which changes the meaning of the message and impacts clarity. Moving forward, please read through messages before sending and double check any gray area words. "
0190fa68-df91-4d09-f000-0000919ee81d,"Tone - This brand wants us to be certain with the things we say, highlighted by the note "" Don't say words like ""I'm not sure, or certain"" "". I understand that we're sharing our personal opinion here but using ""I believe"" makes us sound unsure. We can be more certain by simply starting with ""This saucepan..."".

Company Profile - The cx made a mistake and called us Greenwich instead of Greenpan. Instead of correcting this, we said the same thing in our message. "
018fb109-2802-4ef8-f000-00007cf325d4,Could've personalized and indicated that the price depends on the size of the pillowcase.
0196e4ab-e63c-4ec0-f000-000079deef18,"Partial Reply: The customer mentioned they were previously told they could cancel the order due to a delay, and now feels misled. This suggests they were already in contact with someone who told them they could cancel. We should have acknowledged this and either clarified the situation or redirected the customer to CS for a resolution.

Empathy: We did not acknowledge the customer’s frustration or offer an apology when they clearly expressed they were being lied to."
01903c94-2546-4877-f000-00008d60af10,The brand's preferred tone is casual.
019b6bfb-04dd-442f-f000-00000221bf82,"Understandable, Credible Source & Restock Question: Our message seems to be confusing. We said the coat is only available in brown, but then sent them the black version and asked them what they think - and it was also out of stock. Rather we should've been transparent and told them the black version is out of stock but they can sign up for restock notifications - then sent an available alternative, we should never send an out of stock option as an alternative. 
Also be careful with wording - the coat is also available in white, so it was not just brown. "
019079e1-031f-4c4d-f000-0000851dc584,"""No problem"" isn't an appropriate response to ""Will do"". We could've said ""Got it!"" or ""Alright!"" instead. "
0194159f-2fdf-4282-f000-00000a7c5587,Empathy - We could have included an apology here since it's been almost a month since they place their last order. 
01910503-777b-4383-f000-00009229aa58,Not a markdown but please make sure to always check for proper capitalizations
018f968e-3531-4898-f000-00008723f288,
018fc99a-a04a-4843-f000-0000070ef064,
018f4e89-d76d-4050-f000-000063bf4620,
0194d209-9f52-4ba3-f000-0000a6abf98d,"Correct Grammar:
1. ""log-in"" should be ""log in"" (no hyphen needed when used as a verb)
2. ""finding"" should be ""find"" for parallel structure and consistency with ""find"" earlier in the sentence
3. ""yu"" should be ""you"" (typo)
4. ""We appreciate your patience in waiting for it to ship out,"" should be a separate sentence

QN: We already greeted the customer - no need to say hi again"
019201d7-1885-44bc-f000-0000834a42b2,"Check out page - Code COMFY15 is an invalid code
- They already the best deal applies to their order - A 30% discount because they're getting bundles. 

Grammar: 
Incorrect Preposition: The phrase """"can be used to first purchase"""" should be """"can be used on your first purchase."""" The preposition """"to"""" is incorrect, and """"your"""" is missing.

Corrected:
""""Thank you so much, can you confirm if this is your first purchase? This coupon can be used on your first purchase on our website."""""""
0191a5b5-f69a-411f-f000-000029bdb462,"Grammar - We have a few grammar mistakes here: 

1.	Comma Splice: The sentence, “Please clarify for me how I can help, do you have any questions about our products?” incorrectly uses a comma to join two independent clauses. This is known as a comma splice. It should either use a period or a semicolon:
	•	Correct: “Please clarify for me how I can help. Do you have any questions about our products?”
	•	Or: “Please clarify for me how I can help; do you have any questions about our products?”
2.	Awkward phrasing: The phrase “clarify for me how I can help” sounds awkward and unnatural. A clearer and more straightforward alternative would be “let me know how I can help.”
3.	Repetition of “help”: The word “help” is used twice in close succession, which can sound repetitive. Changing “I’m happy to help” to “I’m happy to assist” reduces the repetition."
0193c629-c8be-454e-f000-000001071713,"Typo - They still offer one-day shipping - They don't offer FREE one-day shipping. Be sure to proofread. 
The missing word changes the meaning of the message"""
019bf694-b2e3-4154-f000-00006720e445,"Credible Source, Website, & Understandable - New arrivals are new product launches. Also, the website says members get 50% off new arrivals: https://prnt.sc/9IWtB6yWMaGg "
0190dc03-1d38-4552-f000-00005f40f199,"Typo: Agent typed ""Thanks for getting this to you attention!"" I'm assuming you wanted to say something like ""Thanks for bringing this to our attention."" Be careful of typos, sometimes typos can make the message barely understandable. "
018f887d-0b22-4065-f000-00003397dadd,
018ff492-5837-43e5-f000-00008bfee591,"Personalisation - We want to ensure our messages account for all previous interaction. We asked the customer to share the screenshots but the template we shared negates what we told them to do ""Please do not send images via text as we cannot view them."" We can either remove this bit from our message or apologise for the confusion caused.  "
018f0343-f44d-4df1-f000-0000860086f3,
01927356-732f-49bb-f000-00009c4ae471,"ET - They stated that the order was already placed + it's only valid for first time orders.
Troubleshooting won't help since the order is already placed. We need to start moving to an escalation by asking for their order details to see if it can be applied retroactively.

Grammar: """"Confirm"""" should be in its base form, not """"confirmed.""""
""""Were"""" instead of """"you're"""" is needed for past tense."
01902d2d-71a9-45fa-f000-000003f49daa,We just repeated the template that the previous agent already sent. Please be careful and always read your drafts.
0190932d-5cbe-4f9a-f000-000009f86b52,
01916155-3902-46d4-f000-00001d8b5d0f,The brand's preferred tone is casual. We can say something along the lines of: You can check our bestsellers here!
018feacc-ae77-49da-f000-00008a8afa78,"This was a really good response! However, there are a couple of areas where we could improve continuity. First, we greeted the customer with ""Hey Pennie,"" but then started our response with ""Hi Pennie"" again. It’s better to avoid repeating the greeting. Second, the customer mentioned that they had already emailed us at the beginning of the convo. Instead of asking them to send an email, we could have personalized the CS template here and asked if they sent it to the correct email address."
018f3e86-0540-4400-f000-000087eb6044,
018f8809-5ae8-4022-f000-0000899f56fc,
0193cc63-4d25-4a94-f000-00004eae613d,"Tone - The brand's preferred tone is casual. Our response here is too formal. 

QN: Our sentence here is incomplete: ""since our times are mon-fri..."" We could have said ""since our office hours are..."" instead. Let's be sure we're using proper sentence structures at all times. "
018ec37f-b873-418d-f000-000080e6fe89,
018f2552-be4e-4798-f000-00005b88f3ae,
01934cb7-ea69-4a2b-f000-0000a3164e71,"Check out page - We needed to create a cart first and see if they code works as designed before asking the customer to send items. 
 
Empathy  our message comes across as rude + dismissive because it starts with ""As I previously mentioned."" This phrase can make the customer feel as though they're being scolded for not paying attention, which is never ideal in customer service."
018ec97b-3248-4dd6-f000-000084d25e86,
01912f78-9acb-4396-f000-0000591b43fe,
018f9e3d-5458-492e-f000-00006c368fc8,"""Tone - The tone is too casual for addressing a serious concern related to a lawsuit and potential deceptive practices.   Empathy - We also failed to acknowledge the customer's frustration. There is no indication that we sympathise with the customer's dissatisfaction We need to makes sure to acknowledge the concern, reassure the customer and maintain a professional tone for a sensitive topic. We can say something like this: """"Thank you for bringing this to our attention. I understand your concerns about our sales and the class action lawsuit. We take these matters seriously and are committed to transparency and fairness in our pricing. We always aim to offer genuine discounts. I'll check with my team about the specifics and get back to you.""""  Personalisation - The response is very generic and could apply to any customer query. It does not address the specific issues raised."""
0191f7c0-7cec-4b10-f000-00008bc39e23,"""Customer Profile - All their orders show they are on a subscription. """"3-month plan""""
Conversation - Their messages was also in response to the automated message that we had sent them - """"Thankfully, your next shipment is about to arrive...""""
ET - No need to confirm this. We can simply get their email address and start moving 

Grammar: """"If the recent shipment only, I can check if that's possible.""""
Issue: This sentence is missing a subject and verb in the first part. """"If"""" clauses typically need a subject and verb following them.
Correction: Add a subject and verb to complete the conditional clause. Example: """"If it's only the recent shipment you're referring to, I can check if that's possible.""""
- """"Just to make sure, are you trying to cancel the order alone or the whole subscription?""""
Issue: The phrase """"the order alone"""" could be clearer. It might confuse the reader since it's unclear what """"alone"""" refers to.
Correction: """"Just to clarify, are you trying to cancel only the order or the whole subscription?"""
018fc569-5fc7-4ae4-f000-00001fca08eb,
018f87a9-4742-4762-f000-00003b2035b3,
01920734-742a-44a3-f000-00008da7fbe8,
0191142a-bac0-499a-f000-000034f82ffc,Weird punctuation marks here. 
019199df-324a-4927-f000-000093812a8b,"ET: shouldve asked where the cx got the code from
No repetition: repeated what the previous AI sent almost word for word"
0192111c-f850-43df-f000-000099f84735,"Partial Reply - We failed to acknowledge or respond to the customer's question: 'Why doesn't it make that exclusion when they tell you about the discount code?' This should have prompted us to review the conversation and verify if the exclusion was communicated. If not, we should have investigated why it wasn't mentioned, as it might not be accurate.
- A final sale item is a product sold with the condition that it cannot be returned, exchanged, or refunded. It does not mean it is heavily discounted. The product is not even marked as discounted. While the incorrect information was communicated by another agent, we still need to do our part in the conversation. Double-check, back read and research before sending out a message. 

There order qualified for the code they were trying to use. This customer needed to be apologized to and the conversation should have been escalated to see if the code could be added to their order. 

Empathy - We failed to address the main concern: The customer is raising a serious allegation of ""marketing fraud,"" but the we completely ignored this and responded with a generic apology. We needed to acknowledge the customer's specific concern and provide a thoughtful response

We repeated ""Thank you"" twice in the same sentence, which feels redundant, irrelevant and lacks genuine empathy.

Misaligned tone: The message tone is overly casual and dismissive given the gravity of the customer’s claim. The customer is frustrated, yet the response doesn't match the urgency or seriousness of the situation.

Vague resolution: ""Let me know if there's anything else I can help you with"" is vague and shifts responsibility to the customer instead of addressing their immediate issue."
0190cbd8-846d-4422-f000-00003d00a1b2,
01901c35-1c87-4aa0-f000-000078280865,"No empathy in the response. You can start by saying ""My apologies for the delay, and I completely understand your frustration."""
0194ade9-88e1-44b5-f000-0000ad019670,Empathy - You could've at least apologized for the confusion and the different info provided here.
018f3580-f906-4a13-f000-000087aebc3c,
018f5e5a-853b-4fac-f000-000078d0e161,
0193cbaa-e1f9-4539-f000-00007db67ce0,"We also could've apologized for the inconvenience here. Let's be sure that we're communicating and matching our response with the customer's current experience. This way, they're able to feel that we care and want to provide assistance as best as we can. Since the customer is having issues with pricing here, it's appropriate to apologize for the inconvenience they're having or experiencing. "
019ae07e-32fc-4414-f000-0000eaa56ee8,"Typo: The typo skewed the meaning significantly. The date should be 11/25, not 1/25. Please be careful moving forward. "
018ec4b4-bb4e-4e22-f000-00007f4f55a8,
018f59b6-0eb3-4590-f000-000087218498,
019093d4-b52d-4c44-f000-00006bb71bd2,
019167b5-1231-43b0-f000-000093de576c,
0190947e-ecbf-4799-f000-00003ba8d0a0,"Personalization: The CX already mentioned the error message that they received so there's no need to ask ""Any specific error you're getting?"". Always make sure to double check and modify the templates to fit the conversation flow."
018ee3b7-5b44-4d55-f000-00007f940fcc,
019018a5-cf98-4958-f000-000050527d0c,
018f6569-c5c9-4ae9-f000-0000820639cf,
018f697f-c8eb-4b28-f000-0000854e5506,
01901a05-17a2-447b-f000-00008cc5b36a,"The response was all over the place - on one hand, agent was saying that they should just place the order; on the other hand, agent said that they suggest waiting for the team's response. Agent could've just used the ""cancel order"" temp (to get the details) and geared for escalation. Also, no empathy given at the start of the conversation, and just proceeded to start answering the questions."
0195aedf-867d-40ab-f000-000012c36345,Empathy: The customer ordered with 1 day shipping and has been waiting for a week. We should've apologized. 
01904a7f-1e6f-40a1-f000-00003ab48d0b,
018ed8f4-7574-470d-f000-0000359f3448,
